;std;350.0;350.0;0.0;0.002346038818359375;1.0;0 
;std;350.0;350.0;0.0;0.002125978469848633;1.0;0 
;linear;181.0;181.0;0.0;0.0037610530853271484;1.0;0 
;linear;1168.0;1168.0;0.0;0.0026388168334960938;1.0;0 
;linear;181.0;181.0;0.0;0.0037381649017333984;1.0;0 
;bc;181.0;181.0;0.0;0.4589519500732422;1.0;0 
;bc;181.0;181.0;0.0;0.4640638828277588;1.0;0 
;bc;181.0;181.0;0.0;0.7102952003479004;1.0;0 
;bc;181.0;181.0;0.0;0.3186049461364746;1.0;0 
;bc;181.0;181.0;0.0;0.2922492027282715;9.0;0 
;bc;25270.0;25270.0;0.0;3.932703971862793;2623.0;0 
;bc;25270.0;25270.0;0.0;4.880337953567505;2807.0;0 
;cbheur;49405.0;49405.0;0.0;69.95178508758545;26128.0;0 
;cbheur;25270.0;25270.0;0.0;67.94344806671143;27500.0;0 
;cbheur;25270.0;25270.0;0.0;66.53060388565063;27500.0;0 
;cbheur;25270.0;25270.0;0.0;13.00271201133728;1833.0;0 
;cbheur;25270.0;25270.0;0.0;14.735858917236328;1833.0;0 
;cbheur;26006.0;25270.0;0.029125445191927186;48.65907597541809;10000.0;0 
;cbheur;26006.0;25270.0;0.029125445191927186;29.5259051322937;10000.0;0 
